id,area,source_ref,requirement,implementation_files,tests,acceptance_test,status,evidence_path,licence_impact,remaining_limitation
R-05,Delivery and distribution,wave4b.R.5,"Custom-language registration via a project-owned config file, with a worked example","src/dkg/code/languages.py, src/dkg/code/parser.py, src/dkg/code/ingest.py, examples/custom-language/dkg.languages.json, examples/custom-language/README.md","tests/code/test_custom_language.py, tests/code/test_parsing_surface.py",pytest tests/code/test_custom_language.py tests/code/test_parsing_surface.py -q,PRODUCTION READY,test-evidence/rows/R-05.log,user-provided permissive grammars only (worked example: tree-sitter-ruby MIT; not a product dependency),"A project-owned dkg.languages.json registers additional Tree-sitter languages through the same config-driven extractor the shipped languages use, so one code path stays under test. The config now covers what real grammars do: name fields with fallbacks, name-node type overrides and skipped subtrees, owner fields, default names, call node types with sibling and required-child rules, import keywords and nodes, inheritance by field or by unnamed wrapper, value-decided bindings, keyword-dispatched definitions, scopes, bodies, skipped subtrees, and test node types. Every section is validated with the path to the offending entry. Config validation and extension routing are verified deterministically without any grammar; the Ruby worked example is capability-detected. Only permissive grammars are supported."
S-01,Evidence and reproducibility,wave5.S.1,One-command reproducible seeded benchmark harness across both planes,"scripts/benchmark.py, scripts/code_accuracy.py, scripts/media_accuracy.py",tests/benchmark/test_harness.py,pytest tests/benchmark/test_harness.py -q,PRODUCTION READY,test-evidence/rows/S-01.log,none,"Single seeded (PYTHONHASHSEED=0) harness runs every accuracy and quality benchmark across both planes, re-execs for determinism, reports each benchmark ran or not-run-in-this-environment when its tool or model is absent, and regenerates each benchmark artifact plus a unified test-evidence/benchmarks.json and docs/BENCHMARKS.md. Deterministic across runs. The published numbers are from a fully staged local run (only ASR not run, no model staged)."
S-02,Evidence and reproducibility,wave5.S.2,Expanded representative corpora and a tracked published results document with sizes and seeds,"tests/retrieval/corpus/generate_corpus.py, tests/code/corpus/ambiguity/generate_corpus.py, tests/graph/corpus/generate_corpus.py, docs/BENCHMARKS.md",tests/benchmark/test_harness.py,pytest tests/benchmark/test_harness.py::test_expanded_corpora_are_representative -q,PRODUCTION READY,test-evidence/rows/S-02.log,none,"Retrieval expanded to 30 documents and 40 queries, code-resolution ambiguity to 24 true edges and 42 eval nodes per resolved language, and community to a 80-node 16-clique structural corpus and a 40-entity 5-topic torus semantic corpus, all via documented generators with ground truth known by construction. docs/BENCHMARKS.md publishes absolute numbers with corpus sizes and the seed. Measured on these retained corpora only; comparisons are internal (structural vs resolved, base vs refinement detector)."
S-03,Evidence and reproducibility,wave5.S.3,Reproducible (byte-identical) platform wheel build including Ariadne,"scripts/reproducible_build.py, pyproject.toml",tests/release/test_release.py,pytest tests/release/test_release.py::test_wheel_builds_reproducibly_and_includes_ariadne -q,PRODUCTION READY,test-evidence/rows/S-03.log,"build MIT, sigstore Apache-2.0 (release extra; not a product runtime dependency)","The wheel builds byte-identically across two runs with SOURCE_DATE_EPOCH pinned. Ariadne is now included rather than excluded, since one licence covers the whole repository. A live signed release has not been performed."
S-04,Evidence and reproducibility,wave5.S.4,Release signing (Sigstore keyless) and SLSA build provenance from CI,".github/workflows/release.yml, scripts/reproducible_build.py",tests/release/test_release.py,pytest tests/release/test_release.py::test_release_workflow_actions_are_sha_pinned -q,IMPLEMENTED BUT NOT FULLY VERIFIED,test-evidence/rows/S-04.log,third-party build dependencies only: sigstore Apache-2.0; actions/attest-build-provenance (SHA-pinned),"EXTERNAL BLOCKER: the maintainer's signing identity and a real release event with OIDC. The workflow builds reproducibly, signs the wheel with sigstore-python keyless OIDC, and attests SLSA build provenance via a SHA-pinned action with id-token and attestations write permissions, and that structure is validated locally (valid YAML, SHA-pinned actions, correct permissions, reproducible-build step). NOT GREEN: no release has been signed, and K-12 exists to keep every surface from claiming one. CLOSED BY: a real tagged release run producing a Sigstore bundle and a verifiable provenance attestation."
T-01,Graph analysis and review,gap.analysis.1,"Shared read-only in-memory view of the code graph (nodes, edges, cached directed and undirected adjacency, degrees, community partition, node cap with truncation reporting) that every graph-analysis feature builds on",src/dkg/code/analysis.py,tests/code/test_analysis.py,pytest tests/code/test_analysis.py -q,PRODUCTION READY,test-evidence/rows/T-01.log,none,Adjacency is cached per predicate selection in memory; a graph beyond the node cap is reported truncated rather than paged
T-02,Graph analysis and review,gap.analysis.2,"Hub and bridge detection over the code graph: Brandes betweenness, degree centrality, iterative low-link articulation points and bridge edges, and combined chokepoints, exposed on the CLI and as a read-only MCP tool",src/dkg/code/centrality.py,tests/code/test_centrality.py,pytest tests/code/test_centrality.py -q,PRODUCTION READY,test-evidence/rows/T-02.log,none,"Above 1000 nodes betweenness uses a deterministic sampled estimator rather than an exact run, and labels itself an estimate"
T-03,Graph analysis and review,gap.analysis.3,"Unexpected-coupling scoring: flag edges crossing a community, crossing a language, or linking a peripheral symbol to a hub, with documented additive weights and thresholds derived from the graph's own degree distribution",src/dkg/code/coupling.py,tests/code/test_coupling.py,pytest tests/code/test_coupling.py -q,PRODUCTION READY,test-evidence/rows/T-03.log,none,"Advisory heuristic and over-approximate; cross-language depends on the parser language tag, and on small or regular graphs the community signal can be arbitrary"
T-04,Graph analysis and review,gap.analysis.4,"Knowledge-gap analysis: isolated symbols, untested hotspots ranked by inbound call pressure with no test edge, and thin communities, with every cut derived from the observed distribution",src/dkg/code/gaps.py,tests/code/test_gaps.py,pytest tests/code/test_gaps.py -q,PRODUCTION READY,test-evidence/rows/T-04.log,none,"Reports absence of a test EDGE in the graph, not runtime coverage; thin-community ranking is relative, so a single qualifying community is always reported"
T-05,Graph analysis and review,gap.analysis.5,"Suggested review questions auto-generated from the hub, coupling, and gap signals, each carrying its evidence and a priority decomposed into a category weight and the signal strength, deterministic with no model call",src/dkg/code/review.py,tests/code/test_review.py,pytest tests/code/test_review.py -q,PRODUCTION READY,test-evidence/rows/T-05.log,none,"Questions are prompts for a reviewer, not findings; the underlying graph is structural and over-approximate so a question may concern a sound symbol"
T-06,Graph analysis and review,gap.analysis.6,"Auto-generated component-level architecture overview with coupling warnings (dependency cycles by iterative Tarjan, high fan-in and fan-out at the observed 90th percentile, low cohesion, cross-language edges), rendered to Markdown with a native Mermaid diagram",src/dkg/code/architecture.py,tests/code/test_architecture.py,pytest tests/code/test_architecture.py -q,PRODUCTION READY,test-evidence/rows/T-06.log,none,"A component is the containing directory, which is a filing decision rather than a declared module boundary; warnings are advisory"
T-07,Graph analysis and review,gap.analysis.7,"Graph diff over time: stable code-graph snapshots keyed by canonical name, and a diff reporting added and removed nodes and edges, changed edge confidence, and community membership changes compared by co-membership rather than by arbitrary community index",src/dkg/code/diff.py,tests/code/test_diff.py,pytest tests/code/test_diff.py -q,PRODUCTION READY,test-evidence/rows/T-07.log,none,A symbol whose kind or language changed is reported as a removal plus an addition rather than as a modified node
T-08,Graph analysis and review,gap.analysis.8,"Every graph-analysis feature reachable from the CLI (code-hubs, code-coupling, code-gaps, code-questions, code-architecture, graph-snapshot, graph-diff) and from the read-only MCP registry, with the registry remaining query-and-read only","src/dkg/cli/entry.py, src/dkg/mcp/tools.py",tests/integration/test_analysis_surfaces.py,pytest tests/integration/test_analysis_surfaces.py -q,PRODUCTION READY,test-evidence/rows/T-08.log,none,"The configuration helper writes files and is therefore deliberately not exposed over MCP, only on the CLI"
N-09,Source-code plane,gap.languages.1,"Broader native language coverage (TypeScript, Java, Ruby, Rust) through the existing parser and the config-driven custom-language extractor, in a separate optional code-extended extra with permissive MIT grammars, per-language capability detection, and per-language parse accuracy measured before any language is claimed","src/dkg/code/capability.py, src/dkg/code/languages.py, src/dkg/code/parser.py",tests/code/test_languages_extended.py,pytest tests/code/test_languages_extended.py -q,PRODUCTION READY,test-evidence/rows/N-09.log,third-party only: adds optional MIT Tree-sitter grammars in the code-extended extra; no copyleft,Measured on one labelled file per language (4 to 8 symbols each); TSX is a separate grammar and is not claimed; Rust trait-impl association beyond inherent impl blocks is not modelled
R-06,Delivery and distribution,gap.delivery.1,"Multi-tool MCP configuration helper that writes the read-only server entry for Claude Code, Cursor, and Windsurf, with a true dry run that touches no filesystem, an ownership marker so uninstall removes only what it wrote, atomic replacement, and refusal to overwrite malformed configuration",src/dkg/mcp/configure.py,tests/integration/test_mcp_configure.py,pytest tests/integration/test_mcp_configure.py -q,PRODUCTION READY,test-evidence/rows/R-06.log,none,"Verified by executed test covering every clause of the requirement: the read-only stdio entry is written for all three supported tools, the dry run is proved to touch no filesystem, uninstall removes only entries carrying the ownership marker and refuses those without it, malformed configuration is refused with the original bytes left untouched, and no function writes outside the supplied configuration root even with Path.home monkeypatched to a decoy. Configuring a live third-party tool is not part of this requirement and was not done."
S-05,Evidence and reproducibility,gap.evidence.1,"Token-efficiency measurement comparing full-corpus tokens against graph-query tokens for five review-style questions on a retained generated corpus, publishing the ratio with corpus size, charging the graph route for reading the files its answer names, and measuring the size dependence rather than asserting it","scripts/token_efficiency.py, tests/code/corpus/tokens/generate_corpus.py",tests/benchmark/test_token_efficiency.py,pytest tests/benchmark/test_token_efficiency.py -q,PRODUCTION READY,test-evidence/rows/S-05.log,none,"Measured on one 38-file corpus and not a universal claim; token counts use a documented in-repo estimator rather than a vendor tokenizer; answer quality is not measured here, only size"
S-06,Evidence and reproducibility,gap.evidence.2,"Blocking forbidden-identifier scan over the tracked tree, untracked non-ignored files, zip-container document parts, and the full history of every local ref, storing only one-way digests so the deny-list is safe to commit and a report can name a file without printing the term","scripts/scrub_scan.py, scripts/scrub_digests.json, scripts/stop_gate.sh","tests/unit/test_scrub_scan.py, tests/security/test_scrub_gate_is_all_refs.py",pytest tests/unit/test_scrub_scan.py -q,PRODUCTION READY,test-evidence/rows/S-06.log,none,Gitignored paths are deliberately out of scope: they cannot reach the public surface. Deleting a ref does not remove its objects until the reflog is expired and the object database pruned
U-01,Token cost and context levers,tok.1,"Real BPE token counting (cl100k_base) with a documented dated price table, degrading to a labelled in-repo estimator when the tokenizer is absent so a count is never presented as tokenizer-measured when it was not",src/dkg/context/tokens.py,tests/unit/test_context_levers.py,pytest tests/unit/test_context_levers.py -q,PRODUCTION READY,test-evidence/rows/U-01.log,none,"Costs are input tokens at a configured list rate, not billed amounts; the price table is configuration and goes stale"
U-02,Token cost and context levers,tok.2,"Budgeted node-level context packing of ranked typed units, where a structurally required unit is never dropped to fit and the overspend is reported instead",src/dkg/context/pack.py,tests/unit/test_context_levers.py,pytest tests/unit/test_context_levers.py -q,PRODUCTION READY,test-evidence/rows/U-02.log,none,"The per-unit label costs tokens, and on a corpus of very small symbols that overhead is a large fraction of the packed payload. No percentage is published for it because none is measured; a 36 percent figure previously stated here appears in no artifact and has been removed rather than restated"
U-03,Token cost and context levers,tok.3,Delta-only session context that sends only what a session has not already been shown and re-sends a symbol whose content changed,src/dkg/context/session.py,tests/unit/test_context_levers.py,pytest tests/unit/test_context_levers.py -q,PRODUCTION READY,test-evidence/rows/U-03.log,none,State is in-memory for the life of the session object; a new process starts cold
U-04,Token cost and context levers,tok.4,"Model-free exact answers for a narrow family of structural questions, returning zero model tokens and falling through rather than guessing on anything needing judgement",src/dkg/context/exact.py,tests/unit/test_context_levers.py,pytest tests/unit/test_context_levers.py -q,PRODUCTION READY,test-evidence/rows/U-04.log,none,Deliberately narrow pattern set; answers inherit the code graph's name-based over-approximation
U-05,Token cost and context levers,tok.5,"Provenance-bounded context returning only nodes with a resolved path to the seeds, with the fixed-neighbourhood strategy retained for comparison",src/dkg/context/provenance.py,tests/unit/test_context_levers.py,pytest tests/unit/test_context_levers.py -q,PRODUCTION READY,test-evidence/rows/U-05.log,none,Reverse reachability is structural and over-approximate; measured 354 nodes against a 301-node required set
U-06,Token cost and context levers,tok.6,"Token-budget parameter on the CLI and on the read-only MCP analysis tools, trimming ranked lists from the tail without rewriting totals so a trimmed payload stays visibly incomplete","src/dkg/cli/entry.py, src/dkg/mcp/tools.py, src/dkg/context/pack.py",tests/integration/test_analysis_surfaces.py,pytest tests/integration/test_analysis_surfaces.py -q,PRODUCTION READY,test-evidence/rows/U-06.log,none,Budget applies to ranked lists only; a payload with no ranked list cannot be trimmed
U-07,Token cost and context levers,tok.7,"Large mixed benchmark corpus generated deterministically with impact sets, question-answering targets, and contradiction pairs known by construction (414 code files, 20 documents, 2927 nodes, 7431 edges)",tests/code/corpus/large/generate_corpus.py,tests/benchmark/test_token_cost.py,pytest tests/benchmark/test_token_cost.py -q -m 'not slow',PRODUCTION READY,test-evidence/rows/U-07.log,none,"Generated and regular, which flatters a grep baseline; real code with indirect dispatch would be harder for it"
U-08,Token cost and context levers,tok.8,"Impact-analysis token-cost task measured against a strong grep-and-read baseline and a naive whole-corpus upper bound, with correctness scored by required-set recall","scripts/tokentasks/task_impact.py, scripts/tokentasks/common.py",tests/benchmark/test_token_cost.py,pytest tests/benchmark/test_token_cost.py -q -m 'not slow',PRODUCTION READY,test-evidence/rows/U-08.log,none,Measured result: the graph route costs 2.7 times more tokens than the strong baseline while scoring 1.0 correctness against its 0.24; it wins only at equal correctness
U-09,Token cost and context levers,tok.9,"Code-review token-cost task over a synthetic pull request, including the delta-only session lever measured across a four-turn session",scripts/tokentasks/task_review.py,tests/benchmark/test_token_cost.py,pytest tests/benchmark/test_token_cost.py -q -m 'not slow',PRODUCTION READY,test-evidence/rows/U-09.log,none,Measured result: the graph route loses to the strong baseline on tokens even at equal correctness on this corpus; the delta-session lever saved 40.98 percent
U-10,Token cost and context levers,tok.10,Question-answering token-cost task over a mixed documents-and-code corpus,scripts/tokentasks/task_qa.py,tests/benchmark/test_token_cost.py,pytest tests/benchmark/test_token_cost.py -q -m 'not slow',PRODUCTION READY,test-evidence/rows/U-10.log,none,"Measured 2026-08-05 against the rarity-weighted strong baseline: the graph route won on tokens with correctness held, 59.7 percent fewer tokens. An earlier figure of 77.11 percent came from an unweighted baseline that one common term could bury, and appears in no current artifact. The specified answer-contains check is weak on this corpus and a strict evidence check is reported alongside it"
U-11,Token cost and context levers,tok.11,"Evidence-and-contradiction token-cost task over a corpus with six planted, machine-checkable contradictory document pairs",scripts/tokentasks/task_evidence.py,tests/benchmark/test_token_cost.py,pytest tests/benchmark/test_token_cost.py -q -m 'not slow',PRODUCTION READY,test-evidence/rows/U-11.log,none,"Measured 2026-08-05: the platform surfaces 6 of 6 planted pairs with no unmatched signals, and the graph route scores 1.0 correctness at 492 tokens against the strong baseline's 2736. The twelve planted documents are small and dominated by the query terms, which is close to the best case for a grep baseline; a larger corpus with near-miss files would be a harder test"
U-12,Token cost and context levers,tok.12,"One-command token-cost harness aggregating all four tasks, reporting a saving as a win only when correctness held and labelling the naive route an upper bound",scripts/token_cost.py,tests/benchmark/test_token_cost.py,pytest tests/benchmark/test_token_cost.py -q -m 'not slow',PRODUCTION READY,test-evidence/rows/U-12.log,none,"Aggregate mean correctness is 1.0 for the graph route against 0.6206 for the strong baseline, at roughly twice the tokens. The aggregate is four tasks on one corpus and is not a universal claim"
O-07,Retrieval and graph enrichment,det.1,"Both community detectors run in the default path: a Mnemosyne base pass and an Ariadne refinement pass, returning whichever scores higher modularity, with selection by measured modularity and honest capability detection when Ariadne is absent","src/dkg/graph/community.py, src/dkg/cli/entry.py, src/dkg/mcp/tools.py",tests/unit/test_licence_and_detectors.py,pytest tests/unit/test_licence_and_detectors.py -q,PRODUCTION READY,test-evidence/rows/O-07.log,Ariadne is now covered by the repository licence like everything else,"On small or regular graphs the two passes often tie, in which case the base pass is kept by design"
K-13,Supply chain,lic.1,"Whole repository under one source-available non-commercial licence (PolyForm Noncommercial 1.0.0 plus a no-modification term), with no separately licensed component, nothing excluded from the wheel, and the earlier Apache-2.0 grant acknowledged rather than hidden","LICENSE, NOTICE, pyproject.toml, README.md",tests/unit/test_licence_and_detectors.py,pytest tests/unit/test_licence_and_detectors.py -q,PRODUCTION READY,test-evidence/rows/K-13.log,Project source is non-commercial; third-party dependencies remain permissive only,Not reviewed by a lawyer. The Apache-2.0 grant for versions already distributed is irrevocable and is stated as such
S-07,Evidence and reproducibility,doc.1,"Documentation-count consistency guard: every count a tracked document states about the requirements matrix is re-derived from the CSV and must agree, and a previously published total cannot resurface",tests/unit/test_doc_count_consistency.py,tests/unit/test_doc_count_consistency.py,pytest tests/unit/test_doc_count_consistency.py -q,PRODUCTION READY,test-evidence/rows/S-07.log,none,Dated CHANGELOG entries are deliberately exempt because they record what was true at a past release
S-08,Evidence and reproducibility,gap-closing wave,"Held-out contradiction-detection benchmark over a corpus written in domains absent from the token-cost corpus, labelling each case both for whether it is a real disagreement and for whether this scanner is expected to see it, scoring recall against the former, and wired into the one-command harness","scripts/contradiction_quality.py, tests/evidence/corpus/contradiction_heldout.json, scripts/benchmark.py","tests/evidence/test_contradiction_quality.py, tests/benchmark/test_harness.py",pytest tests/evidence/test_contradiction_quality.py -q,PRODUCTION READY,test-evidence/rows/S-08.log,None; standard library only,"Fifteen cases is a small corpus. The first nine were written by the same author as the fix and are closer to a regression suite than an independent sample; the artifact states that limitation rather than implying independence it does not have. The six adversarial cases were written against the code by a reviewer with the opposite incentive, and four of them still fail"
S-09,Evidence and reproducibility,gap-closing wave,"Pre-publish forbidden-identifier gate that runs over every local ref before any git or gh command and refuses to publish on a hit, with the same every-ref scan enforced by the project-local completion gate","scripts/publish_github.sh, scripts/stop_gate.sh, scripts/scrub_scan.py",tests/security/test_scrub_gate_is_all_refs.py,pytest tests/security/test_scrub_gate_is_all_refs.py -q,PRODUCTION READY,test-evidence/rows/S-09.log,None; standard library only,The publish script itself has not been executed against a live remote in this environment; only the gate's ordering and its behaviour on an unresolvable ref are tested
N-10,Source-code plane,parity.lang.1,"Parse a source-language surface of at least 35 languages plus notebook and single-file-component containers, spanning web, backend, systems, mobile, scripting, shell, and domain-specific families, including SQL and Perl XS, using only permissively licensed grammars; a language whose only available grammar is copyleft is reported not supported with the reason, never silently skipped","src/dkg/code/parser.py, src/dkg/code/languages.py, src/dkg/code/capability.py, src/dkg/code/fallback.py, src/dkg/code/xs.py","tests/code/test_language_breadth.py, tests/code/test_parser.py, tests/code/test_languages_extended.py, tests/code/test_accuracy.py, tests/code/test_xs.py",pytest tests/code/test_language_breadth.py -q,PRODUCTION READY,test-evidence/rows/N-10.log,"All 42 languages now reach grammar or composite fidelity when the optional extras are installed. The five that had no dedicated grammar package (R, GDScript, ReScript, VB.NET, Perl) are served by the tree-sitter-language-pack bundle in the optional code-bundle extra, all MIT at the pinned revisions. Because the bundle compiles every grammar it ships into one shared object, all 371 were audited from their upstream repositories at the revisions the bundle pins: 371 permissive, none copyleft, none unresolved. See docs/grammar_bundle_licences.json and THIRD_PARTY_NOTICES.md.","The row asks for at least 35 languages plus containers including SQL and Perl XS, on permissive grammars only; 42 are delivered and measured. Perl XS was previously reported unsupported: no permissive Tree-sitter grammar for .xs exists in any source available to this project, and a test still checks that none of the bundle grammars claims the extension. It is now read by a documented pattern extractor at explicitly fallback fidelity (src/dkg/code/xs.py), never presented as a parse, with every edge leaving such a file confidence-scaled. Measured on the authored corpus at precision and recall 1.0 over 13 labelled symbols, and on the held-out corpus, labelled before it was ever parsed, at precision 0.875 and recall 1.0. The single false positive is an XSUB inside an ""#if 0"" block: the extractor does not evaluate the C preprocessor, that limit is stated in its docstring, asserted by a test, and published rather than tuned away. Two further limits are published rather than hidden: the macro layer is not expanded, so a symbol produced entirely by a macro is invisible; and the Kotlin, Swift and PowerShell grammars fold struct, enum and interface into one node type, so those kinds are reported as classes"
N-11,Source-code plane,parity.lang.2,"Ingest computational notebooks (.ipynb, both the standard and the vendor-extended cell formats) by extracting code cells into the code graph with their source order and cell provenance preserved","src/dkg/code/notebooks.py, src/dkg/code/parser.py",tests/code/test_notebooks_sfc_iac.py,pytest tests/code/test_notebooks_sfc_iac.py -q,PRODUCTION READY,test-evidence/rows/N-11.log,none,"Jupyter .ipynb notebooks and Databricks source notebooks are both read: code cells are concatenated in document order and parsed with the notebook's own language, and the cell boundary map is returned so a symbol line maps back to its cell. A Databricks magic cell written in another language is skipped and counted rather than parsed as the wrong language. A notebook whose kernel language has no parser is reported unsupported rather than partially read. Line numbers are against the concatenated code, not the notebook file, which is stated wherever notebook symbols surface."
N-12,Source-code plane,parity.lang.3,"Parse single-file component formats (Vue, Svelte, Astro) by extracting the script block with the appropriate language parser and emitting the same symbols and edges a plain source file produces","src/dkg/code/sfc.py, src/dkg/code/parser.py",tests/code/test_notebooks_sfc_iac.py,pytest tests/code/test_notebooks_sfc_iac.py -q,PRODUCTION READY,test-evidence/rows/N-12.log,none,"Vue, Svelte, and Astro script blocks are lifted out and parsed with the JavaScript or TypeScript grammar, so they produce the same symbols and edges a plain source file does. A component that mixes plain and typed blocks is parsed as TypeScript so references crossing between blocks survive. Template expressions are not parsed and are reported not extracted. A script block in a language with no parser is counted, not guessed at."
N-13,Source-code plane,parity.lang.4,"Parse infrastructure-as-code configuration structure: declarative resource blocks in .tf files become graph nodes, and other generic HCL files are recorded as file nodes so they are visible to search and impact","src/dkg/code/iac.py, src/dkg/code/parser.py",tests/code/test_notebooks_sfc_iac.py,pytest tests/code/test_notebooks_sfc_iac.py -q,PRODUCTION READY,test-evidence/rows/N-13.log,"tree-sitter-hcl is Apache-2.0, permissive, recorded in THIRD_PARTY_NOTICES.md","Terraform and generic HCL blocks become symbols under the address Terraform itself uses (aws_s3_bucket.data, var.name, module.x, data.type.name, output.x), so an address referenced from another block resolves to the block that defines it. A module source becomes an import. Address references are read from the parsed expression text, so they are structural and over-approximate in the same way the rest of the plane's edges are; a value computed at plan time is not followed."
N-14,Source-code plane,parity.lang.5,"Parse configuration-management automation structure (playbooks, roles, and task files) into graph nodes, while leaving generic YAML documents out of the code plane","src/dkg/code/iac.py, src/dkg/code/parser.py",tests/code/test_notebooks_sfc_iac.py,pytest tests/code/test_notebooks_sfc_iac.py -q,PRODUCTION READY,test-evidence/rows/N-14.log,"tree-sitter-yaml is MIT, permissive, recorded in THIRD_PARTY_NOTICES.md","Ansible plays become classes, tasks become their methods, the module a task runs becomes a call, and roles and include_tasks and import_tasks become imports. Detection is by content, not extension: a YAML file that is not recognisably a playbook or task file is passed over rather than parsed into symbols that do not exist. A task whose module is selected by a variable is not resolved."
N-15,Source-code plane,parity.lang.6,"Detect the language of an extension-less executable script from its interpreter line, covering at least the common shell, Python, Node, Ruby, Perl, Lua, R, and PHP interpreters","src/dkg/code/parser.py, src/dkg/code/changes.py, src/dkg/code/ingest.py",tests/code/test_parsing_surface.py,pytest tests/code/test_parsing_surface.py -q,PRODUCTION READY,test-evidence/rows/N-15.log,none,"An extension-less file is identified by its interpreter line, covering sh, bash, ksh, dash, zsh, python, node, deno, bun, ruby, perl, lua, luau, Rscript, php, julia, pwsh, elixir, and scala, with env unwrapping and version suffixes handled. An extension always wins over the interpreter line, and a file with an extension nobody claims is never sniffed. Ingestion reads at most 5000 extension-less candidates per repository so a tree of extension-less data files cannot turn detection into an unbounded read."
N-16,Source-code plane,parity.lang.7,"Fall back to a bounded, clearly labelled pattern-based extractor when a file's language has no available permissive grammar, so the file still contributes symbols, with every symbol it produces marked lower confidence than a parsed symbol","src/dkg/code/fallback.py, src/dkg/code/parser.py, src/dkg/code/model.py, src/dkg/code/graph.py","tests/code/test_language_breadth.py, tests/code/test_parsing_surface.py",pytest tests/code/test_parsing_surface.py -q,PRODUCTION READY,test-evidence/rows/N-16.log,none,"Five languages are read by a documented line-pattern extractor that emits the same symbols and edges the grammar path emits. Every one is labelled fallback fidelity in the inventory, in the benchmark, and on the graph node, and every edge leaving a fallback-parsed file is scaled by a single documented factor (0.7) so it scores below the same edge from a parsed file. The reason each language is here is a choice, not an absence: a permissive grammar for all five exists inside a bundle of roughly 370 grammars, which this project declines because it cannot enumerate and attribute the licence of every grammar such a bundle statically ships. That trade is stated in the reason the product returns, not hidden behind a claim that no grammar exists. The extractor matches on a line, so a definition spread across lines or produced by a macro is missed, it has no scope model beyond indentation or braces, and an R6 class method is emitted as a top-level function because it is written inside a list literal."
N-17,Source-code plane,parity.lang.8,"Ship a vetted set of permissive grammars with the code extras so a project registering an extra language through the project-owned config file needs no separate grammar install, with the licence of every bundled grammar recorded in the third-party notices","pyproject.toml, src/dkg/code/capability.py, src/dkg/code/languages.py, THIRD_PARTY_NOTICES.md, examples/custom-language","tests/code/test_language_breadth.py, tests/code/test_custom_language.py",pytest tests/code/test_language_breadth.py -q,PRODUCTION READY,test-evidence/rows/N-17.log,every bundled grammar must be permissive and recorded in THIRD_PARTY_NOTICES.md,"Thirty permissive grammars ship across the code, code-extended, and code-full extras, and code-full is a superset so installing it alone gives every language. Tests assert that every grammar the capability layer registers is declared in pyproject as a whole dependency line, that code-full carries all of them, and that each installed grammar's own distribution metadata (not this project's table) names a permissive licence matching what the table declares. A grammar outside the pack stays a user-provided input, which is what keeps it out of the product dependency closure."
N-18,Source-code plane,parity.lang.9,"Honour a project-owned indexing ignore file so tracked paths can be excluded from the code graph, with the effective exclusion set reported in the ingest result","src/dkg/code/ignores.py, src/dkg/code/changes.py, src/dkg/code/ingest.py",tests/code/test_ignore_file.py,pytest tests/code/test_ignore_file.py -q,PRODUCTION READY,test-evidence/rows/N-18.log,none,"The supported pattern subset is documented in the module: comments, directory suffixes, basename matching, ** across separators, root anchoring, and negation. Character classes and escaping are not interpreted and simply will not match."
N-19,Source-code plane,parity.lang.10,"Detect changed files in a non-git working copy (Subversion) through the same incremental path used for git, so a repository under another version-control system still gets incremental updates","src/dkg/code/changes.py, src/dkg/code/ingest.py",tests/code/test_svn_changes.py,pytest tests/code/test_svn_changes.py -q,PRODUCTION READY,test-evidence/rows/N-19.log,none,"Verified against a real Subversion binary (svn 1.14.5) and a real repository created with svnadmin, checked out and driven through ingest_repo: recognition, versioned listing, an unversioned file excluded, a deleted file removed, a committed edit and an uncommitted edit each re-parsing only the changed file. The stub-driven half of the suite is retained so the path stays gated on a host with no Subversion installed, where the real half skips with that reason. Remaining limit: exercised on macOS only, and against file:// repositories rather than a server-backed working copy"
N-20,Source-code plane,parity.lang.11,"Offer an explicit opt-in that includes git submodule contents in code-graph file collection, off by default so the shape of an ingest never changes silently","src/dkg/code/changes.py, src/dkg/code/ingest.py, src/dkg/cli/entry.py",tests/code/test_submodules.py,pytest tests/code/test_submodules.py -q,PRODUCTION READY,test-evidence/rows/N-20.log,none,Only initialised submodules that are themselves git working trees are collected; an uninitialised one has no content and is skipped rather than promised.
N-21,Source-code plane,parity.lang.12,"Remove named paths from the code graph without a full rebuild, with a dry-run that reports exactly which files, symbols, and edges would be dropped","src/dkg/code/forget.py, src/dkg/code/graph.py, src/dkg/cli/entry.py",tests/code/test_forget.py,pytest tests/code/test_forget.py -q,PRODUCTION READY,test-evidence/rows/N-21.log,none,"Forgetting does not re-resolve the edges of the files that remain: a reference into a forgotten file is gone rather than downgraded, so re-ingest if the path returns."
V-01,Framework and configuration awareness,parity.framework.1,"Resolve module imports through a project's dependency-manifest autoload map (longest-prefix, multi-directory, cached, and bounded to the repository) so imports resolve to real in-repository files rather than to bare names","src/dkg/code/frameworks.py, src/dkg/code/ingest.py",tests/code/test_frameworks.py,pytest tests/code/test_frameworks.py -q,PRODUCTION READY,test-evidence/rows/V-01.log,none,"Composer PSR-4 and PSR-0 autoload rules are read once per repository and applied to every PHP file, longest prefix first and with multi-directory targets, so a use statement resolves to the file that defines the class. A class no rule covers, typically a vendor class, resolves to nothing rather than being guessed at, and a missing or malformed composer.json leaves the structural parse standing rather than failing. Only Composer is read; other ecosystems' manifests are not."
